CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE328844,08/06/2021 09:45:00 PM,012XX S KOLIN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1011,24,05,1147580,1894006,41.865108577,-87.73370765,"(41.865108577, -87.73370765)"
JE328852,08/06/2021 09:48:00 PM,057XX N BROADWAY,0460,BATTERY,SIMPLE,GAS STATION,Y,N,2022,48,08B,1167278,1938038,41.985534487,-87.660126814,"(41.985534487, -87.660126814)"
JE328853,08/06/2021 10:00:00 PM,082XX S INDIANA AVE,031A,ROBBERY,ARMED - HANDGUN,APARTMENT,N,N,631,6,03,1179027,1850364,41.744690323,-87.619596138,"(41.744690323, -87.619596138)"
JE328868,08/06/2021 10:00:00 PM,0000X N KILBOURN AVE,0560,ASSAULT,SIMPLE,GAS STATION,N,Y,1113,28,08A,1146387,1899777,41.88096768,-87.737940272,"(41.88096768, -87.737940272)"
JE328862,08/06/2021 10:00:00 PM,066XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,724,16,08B,1169464,1860763,41.773438861,-87.654335436,"(41.773438861, -87.654335436)"
JE329553,08/06/2021 10:00:00 PM,079XX S WOOD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,611,17,07,1165730,1852005,41.749485789,-87.668271663,"(41.749485789, -87.668271663)"
JE329283,08/06/2021 10:00:00 PM,0000X W BURTON PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1824,2,14,1175445,1910374,41.909443652,-87.630923227,"(41.909443652, -87.630923227)"
JE328841,08/06/2021 10:00:00 PM,064XX N BELL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,2412,50,11,1160141,1942697,41.998469889,-87.686246723,"(41.998469889, -87.686246723)"
JE329114,08/06/2021 10:00:00 PM,075XX S HARVARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,623,6,08B,1175372,1854988,41.757461556,-87.632850538,"(41.757461556, -87.632850538)"
JE329633,08/06/2021 10:00:00 PM,033XX W WILSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1724,33,14,1153125,1930326,41.964665767,-87.712386354,"(41.964665767, -87.712386354)"
JE330721,08/06/2021 10:00:00 PM,012XX S WABASH AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,131,3,06,1176963,1894850,41.866810739,-87.625817031,"(41.866810739, -87.625817031)"
JE328846,08/06/2021 10:15:00 PM,028XX W LEXINGTON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,Y,1135,28,04A,1157522,1896575,41.87196182,-87.697140272,"(41.87196182, -87.697140272)"
JE328837,08/06/2021 10:17:00 PM,017XX E 67TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,N,N,332,5,01A,1189162,1860906,41.773381812,-87.582123326,"(41.773381812, -87.582123326)"
JE328894,08/06/2021 10:22:00 PM,002XX S HAMLIN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,1122,28,14,1151106,1898626,41.877718066,-87.720642462,"(41.877718066, -87.720642462)"
JE328881,08/06/2021 10:27:00 PM,001XX W 114TH ST,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,RESIDENCE,N,Y,522,34,20,1177292,1829361,41.687094567,-87.626585087,"(41.687094567, -87.626585087)"
JE329487,08/06/2021 10:30:00 PM,017XX W 18TH PL,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,1234,25,08A,1164960,1891116,41.856827315,-87.669987179,"(41.856827315, -87.669987179)"
JE330803,08/06/2021 10:30:00 PM,075XX S ESSEX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,421,7,08B,1194175,1855355,41.758027836,-87.563929201,"(41.758027836, -87.563929201)"
JE328920,08/06/2021 10:30:00 PM,011XX E 94TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,413,8,04B,1185640,1842897,41.724046997,-87.595600008,"(41.724046997, -87.595600008)"
JE334372,08/06/2021 10:30:00 PM,047XX N KENMORE AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1914,46,06,1168394,1931548,41.967701604,-87.656210942,"(41.967701604, -87.656210942)"
JE328865,08/06/2021 10:33:00 PM,042XX W 63RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,BAR OR TAVERN,Y,N,813,23,15,1149268,1862490,41.778591732,-87.72832558,"(41.778591732, -87.72832558)"
JE328914,08/06/2021 10:40:00 PM,057XX N AVONDALE AVE,0460,BATTERY,SIMPLE,SIDEWALK,Y,N,1612,41,08B,1132007,1938029,41.986197248,-87.789853141,"(41.986197248, -87.789853141)"
JE335036,08/06/2021 10:40:00 PM,047XX S LANGLEY AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,223,4,06,1181731,1873730,41.808746894,-87.608967245,"(41.808746894, -87.608967245)"
JE328928,08/06/2021 10:45:00 PM,078XX S CREGIER AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,414,8,06,1189561,1853442,41.75289039,-87.580900045,"(41.75289039, -87.580900045)"
JE329435,08/06/2021 10:45:00 PM,001XX W HUBBARD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,1831,42,11,1175290,1903292,41.890013771,-87.631705393,"(41.890013771, -87.631705393)"
JE328856,08/06/2021 10:50:00 PM,033XX W LAWRENCE AVE,0560,ASSAULT,SIMPLE,CTA BUS,N,N,1713,33,08A,1153034,1931689,41.968407734,-87.712684636,"(41.968407734, -87.712684636)"
JE328861,08/06/2021 10:50:00 PM,105XX S YATES AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,434,7,04B,1194207,1835645,41.703941047,-87.564457187,"(41.703941047, -87.564457187)"
JE329183,08/06/2021 10:50:00 PM,014XX W OAKDALE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1932,32,06,1166108,1919681,41.935187297,-87.664956602,"(41.935187297, -87.664956602)"
JE332487,08/06/2021 10:50:00 PM,033XX N HALSTED ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1925,44,06,1170328,1922582,41.943056436,-87.649362967,"(41.943056436, -87.649362967)"
JE328857,08/06/2021 10:57:00 PM,016XX W 59TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,GAS STATION,N,N,715,15,04A,1166640,1865589,41.786742732,-87.664549996,"(41.786742732, -87.664549996)"
JE328961,08/06/2021 10:58:00 PM,084XX S CREGIER AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,Y,412,8,26,1189663,1849213,41.741283176,-87.580661824,"(41.741283176, -87.580661824)"
JE329829,08/06/2021 11:00:00 PM,053XX S WOOD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,932,16,07,1165255,1869274,41.796884278,-87.669523827,"(41.796884278, -87.669523827)"
JE329557,08/06/2021 11:00:00 PM,054XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,932,16,14,1165937,1868591,41.794995565,-87.667042267,"(41.794995565, -87.667042267)"
JE328872,08/06/2021 11:00:00 PM,022XX W BELMONT AVE,031A,ROBBERY,ARMED - HANDGUN,APARTMENT,N,N,1921,32,03,1160961,1921215,41.939505241,-87.683829299,"(41.939505241, -87.683829299)"
JE329539,08/06/2021 11:00:00 PM,087XX S STATE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,632,21,07,1177810,1847135,41.735857166,-87.624152861,"(41.735857166, -87.624152861)"
JE329361,08/06/2021 11:00:00 PM,066XX S PEORIA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,723,6,07,1171448,1860898,41.773766103,-87.647058608,"(41.773766103, -87.647058608)"
JE329354,08/06/2021 11:00:00 PM,052XX W OHIO ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1523,37,06,1141448,1903469,41.891191577,-87.755984959,"(41.891191577, -87.755984959)"
JE329023,08/06/2021 11:00:00 PM,002XX W SUPERIOR ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1831,42,06,1174444,1905316,41.895586679,-87.634751735,"(41.895586679, -87.634751735)"
JE329577,08/06/2021 11:00:00 PM,114XX S SPAULDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2211,19,14,1156417,1828539,41.685283396,-87.703028079,"(41.685283396, -87.703028079)"
JE331761,08/06/2021 11:00:00 PM,076XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,612,17,08B,1167440,1854153,41.755343757,-87.661944093,"(41.755343757, -87.661944093)"
JE334911,08/06/2021 11:00:00 PM,020XX S MICHIGAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,132,3,26,1177528,1890620,41.855190551,-87.623871195,"(41.855190551, -87.623871195)"
JE328877,08/06/2021 11:04:00 PM,012XX S WOOD ST,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,Y,N,1233,28,18,1164573,1894333,41.865663252,-87.671316627,"(41.865663252, -87.671316627)"
JE328879,08/06/2021 11:15:00 PM,056XX S WINCHESTER AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,715,15,03,1164318,1867294,41.791470716,-87.673015689,"(41.791470716, -87.673015689)"
JE328897,08/06/2021 11:21:00 PM,012XX W LOYOLA AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,BAR OR TAVERN,Y,N,2432,49,04B,1166840,1943787,42.001319308,-87.661571874,"(42.001319308, -87.661571874)"
JE328885,08/06/2021 11:26:00 PM,009XX N LONG AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1524,37,04B,1140135,1905947,41.898015653,-87.760746308,"(41.898015653, -87.760746308)"
JE328962,08/06/2021 11:28:00 PM,078XX S ESSEX AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,Y,N,421,7,11,1194218,1853568,41.753123114,-87.563830192,"(41.753123114, -87.563830192)"
JE333845,08/06/2021 11:28:00 PM,017XX W PRATT BLVD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2424,49,26,1163342,1945216,42.005315106,-87.674399972,"(42.005315106, -87.674399972)"
JE333729,08/06/2021 11:30:00 PM,106XX S HALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2212,19,14,1165564,1834011,41.700110975,-87.66938852,"(41.700110975, -87.66938852)"
JE329103,08/06/2021 11:30:00 PM,037XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,212,4,08A,1181886,1880202,41.826502965,-87.608198422,"(41.826502965, -87.608198422)"
JE328949,08/06/2021 11:30:00 PM,038XX W HARRISON ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1133,24,04B,1151076,1897092,41.873509188,-87.720792812,"(41.873509188, -87.720792812)"
JE328915,08/06/2021 11:30:00 PM,003XX W ONTARIO ST,0810,THEFT,OVER $500,STREET,N,N,1831,42,06,1174093,1904430,41.893163281,-87.636067309,"(41.893163281, -87.636067309)"
JE329241,08/06/2021 11:30:00 PM,018XX W BYRON ST,0810,THEFT,OVER $500,STREET,N,N,1922,47,06,1163347,1925927,41.952385276,-87.674927047,"(41.952385276, -87.674927047)"
JE328888,08/06/2021 11:40:00 PM,043XX N ALBANY AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1724,33,04B,1154934,1928776,41.960376305,-87.705776851,"(41.960376305, -87.705776851)"
JE328921,08/06/2021 11:45:00 PM,069XX S CLYDE AVE,0650,BURGLARY,HOME INVASION,APARTMENT,N,N,331,5,05,1191412,1859282,41.768871204,-87.573928057,"(41.768871204, -87.573928057)"
JE328935,08/06/2021 11:49:00 PM,080XX S WOOD ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,611,17,06,1165748,1851314,41.747589204,-87.668225277,"(41.747589204, -87.668225277)"
JE328906,08/06/2021 11:50:00 PM,002XX W 103RD ST,0560,ASSAULT,SIMPLE,STREET,N,N,511,9,08A,1176618,1836644,41.707095328,-87.628834415,"(41.707095328, -87.628834415)"
JE329158,08/07/2021 12:00:00 AM,020XX W 47TH ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,N,N,931,15,05,1163329,1873494,41.80850507,-87.676468438,"(41.80850507, -87.676468438)"
JE330777,08/07/2021 12:00:00 AM,030XX S UNION AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,914,11,11,1172122,1884783,41.839294199,-87.643885497,"(41.839294199, -87.643885497)"
JE328889,08/07/2021 12:00:00 AM,034XX N HALSTED ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,Y,N,1924,44,08B,1170317,1922988,41.944170757,-87.64939149,"(41.944170757, -87.64939149)"
JE332361,08/07/2021 12:00:00 AM,033XX N HALSTED ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1924,44,06,1170335,1922325,41.942351064,-87.649344776,"(41.942351064, -87.649344776)"
JE330518,08/07/2021 12:00:00 AM,078XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,GAS STATION,N,N,623,6,08A,1180265,1853045,41.752019022,-87.614977963,"(41.752019022, -87.614977963)"
JE333942,08/07/2021 12:00:00 AM,012XX N LA SALLE DR,0810,THEFT,OVER $500,APARTMENT,N,N,1821,2,06,1174908,1908624,41.904653619,-87.6329484,"(41.904653619, -87.6329484)"
JE330232,08/07/2021 12:00:00 AM,036XX N RECREATION DR,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,N,N,1925,46,02,1172031,1924865,41.949283608,-87.643036076,"(41.949283608, -87.643036076)"
JE329544,08/07/2021 12:00:00 AM,045XX S CALIFORNIA AVE,0580,STALKING,SIMPLE,STREET,N,N,922,15,08A,1158461,1874478,41.811306003,-87.694296424,"(41.811306003, -87.694296424)"
JE328995,08/07/2021 12:00:00 AM,066XX S MOZART ST,1020,ARSON,BY FIRE,RESIDENCE,N,Y,831,17,09,1158522,1860474,41.772875864,-87.694454398,"(41.772875864, -87.694454398)"
JE329478,08/07/2021 12:00:00 AM,0000X E LAKE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,111,42,14,1176931,1901744,41.885728999,-87.625725853,"(41.885728999, -87.625725853)"
JE333740,08/07/2021 12:00:00 AM,064XX S MOBILE AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,N,N,812,13,26,1135530,1861179,41.775248297,-87.778722016,"(41.775248297, -87.778722016)"
JE332967,08/07/2021 12:00:00 AM,015XX S FAIRFIELD AVE,041A,BATTERY,AGGRAVATED - HANDGUN,HOSPITAL BUILDING / GROUNDS,N,N,1023,28,04B,1158297,1892717,41.861359279,-87.694400341,"(41.861359279, -87.694400341)"
JE329130,08/07/2021 12:00:00 AM,033XX N HALSTED ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,N,N,1925,44,06,1170328,1922582,41.943056436,-87.649362967,"(41.943056436, -87.649362967)"
JE329963,08/07/2021 12:00:00 AM,025XX E 93RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,DRIVEWAY - RESIDENTIAL,N,Y,423,7,08B,1194661,1843789,41.726277831,-87.562527777,"(41.726277831, -87.562527777)"
JE329138,08/07/2021 12:01:00 AM,080XX S MANISTEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,422,7,14,1195904,1852100,41.749053265,-87.55770028,"(41.749053265, -87.55770028)"
JE329009,08/07/2021 12:01:00 AM,038XX W VAN BUREN ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,Y,N,1133,28,18,1150862,1897750,41.875319002,-87.7215613,"(41.875319002, -87.7215613)"
JE333015,08/07/2021 12:01:00 AM,039XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,214,3,06,1179510,1878707,41.822455269,-87.616961139,"(41.822455269, -87.616961139)"
JE328901,08/07/2021 12:01:00 AM,103XX S DOTY AVE E,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,N,N,434,10,08A,1189757,1836996,41.707756212,-87.580708771,"(41.707756212, -87.580708771)"
JE328893,08/07/2021 12:03:00 AM,068XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,724,16,08B,1169830,1859466,41.769871795,-87.653031373,"(41.769871795, -87.653031373)"
JE333667,08/07/2021 12:05:00 AM,069XX S EMERALD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,732,6,11,1172506,1858789,41.767955524,-87.643242244,"(41.767955524, -87.643242244)"
JE328904,08/07/2021 12:05:00 AM,015XX W 72ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,N,N,734,17,14,1167245,1856981,41.763108346,-87.662577909,"(41.763108346, -87.662577909)"
JE329288,08/07/2021 12:11:00 AM,005XX N DEARBORN ST,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,1831,42,03,1175840,1904001,41.891946946,-87.629664215,"(41.891946946, -87.629664215)"
JE328930,08/07/2021 12:20:00 AM,105XX S WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2211,19,07,1162259,1834578,41.701736201,-87.681474461,"(41.701736201, -87.681474461)"
JE328925,08/07/2021 12:27:00 AM,044XX W ROOSEVELT RD,0560,ASSAULT,SIMPLE,GAS STATION,N,N,1131,24,08A,1147062,1894336,41.86602405,-87.735600824,"(41.86602405, -87.735600824)"
JE328939,08/07/2021 12:30:00 AM,009XX E 80TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,Y,631,8,05,1184083,1852160,41.749502163,-87.601014459,"(41.749502163, -87.601014459)"
JE329235,08/07/2021 12:30:00 AM,035XX N CLARK ST,0880,THEFT,PURSE-SNATCHING,STREET,N,N,1924,44,06,1168657,1923609,41.945910991,-87.655474824,"(41.945910991, -87.655474824)"
JE328940,08/07/2021 12:48:00 AM,002XX W 105TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,VEHICLE NON-COMMERCIAL,N,N,512,34,04B,1176489,1835312,41.703443026,-87.629346685,"(41.703443026, -87.629346685)"
JE328946,08/07/2021 12:49:00 AM,001XX N LAMON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,Y,1532,28,14,1143701,1900248,41.882310872,-87.747791393,"(41.882310872, -87.747791393)"
JE329327,08/07/2021 01:00:00 AM,018XX W PATTERSON AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1922,47,06,1163354,1924282,41.947871165,-87.674947767,"(41.947871165, -87.674947767)"
JE329446,08/07/2021 01:00:00 AM,074XX S ELLIS AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,323,8,06,1184178,1855907,41.75978209,-87.600549395,"(41.75978209, -87.600549395)"
JE329399,08/07/2021 01:00:00 AM,018XX W PATTERSON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1922,47,11,1163354,1924282,41.947871165,-87.674947767,"(41.947871165, -87.674947767)"
JE333155,08/07/2021 01:00:00 AM,078XX S SPAULDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,N,835,18,14,1155743,1852445,41.750899226,-87.704856617,"(41.750899226, -87.704856617)"
JE329035,08/07/2021 01:00:00 AM,008XX S FINANCIAL PL,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,123,25,03,1175009,1896652,41.871799513,-87.632936347,"(41.871799513, -87.632936347)"
JE329013,08/07/2021 01:00:00 AM,038XX W 14TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,Y,1011,24,08B,1150824,1893100,41.862559612,-87.721822445,"(41.862559612, -87.721822445)"
JE331654,08/07/2021 01:00:00 AM,020XX S DESPLAINES ST,0810,THEFT,OVER $500,STREET,N,N,1235,11,06,1172384,1890505,41.854990061,-87.642755238,"(41.854990061, -87.642755238)"
JE329676,08/07/2021 01:00:00 AM,014XX W CUYLER AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1912,47,06,1165716,1926989,41.955249179,-87.666188174,"(41.955249179, -87.666188174)"
JE328952,08/07/2021 01:02:00 AM,075XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,612,17,14,1170622,1854728,41.756852897,-87.65026616,"(41.756852897, -87.65026616)"
JE328951,08/07/2021 01:03:00 AM,061XX S PARKSIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,812,13,08B,1139784,1863377,41.781203659,-87.763073623,"(41.781203659, -87.763073623)"
JE328958,08/07/2021 01:05:00 AM,027XX S SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1032,22,08B,1155141,1885571,41.841813702,-87.70617704,"(41.841813702, -87.70617704)"
JE331719,08/07/2021 01:08:00 AM,004XX N STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1834,42,14,1176302,1903096,41.889453169,-87.627994833,"(41.889453169, -87.627994833)"
JE328953,08/07/2021 01:17:00 AM,059XX S MORGAN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,712,16,07,1170659,1865532,41.786499587,-87.649815884,"(41.786499587, -87.649815884)"
JE328963,08/07/2021 01:24:00 AM,109XX S HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,N,N,2233,34,05,1172927,1832397,41.695522985,-87.642475567,"(41.695522985, -87.642475567)"
JE330434,08/07/2021 01:30:00 AM,008XX W NELSON ST,0460,BATTERY,SIMPLE,APARTMENT,N,N,1933,44,08B,1169876,1920458,41.937237975,-87.651086409,"(41.937237975, -87.651086409)"
JE328972,08/07/2021 01:30:00 AM,045XX W MARQUETTE RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,833,13,08B,1147330,1859791,41.771222423,-87.735499305,"(41.771222423, -87.735499305)"
JE328960,08/07/2021 01:30:00 AM,036XX S CALUMET AVE,0810,THEFT,OVER $500,RESIDENCE,N,Y,212,3,06,1179111,1880946,41.82860838,-87.618356529,"(41.82860838, -87.618356529)"
JE329877,08/07/2021 01:30:00 AM,018XX S ASHLAND AVE,0810,THEFT,OVER $500,RESTAURANT,N,N,1233,25,06,1166008,1891358,41.857469102,-87.666133553,"(41.857469102, -87.666133553)"
JE329022,08/07/2021 01:30:00 AM,078XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,421,7,14,1197744,1854151,41.754635641,-87.55088962,"(41.754635641, -87.55088962)"
JE329079,08/07/2021 01:30:00 AM,066XX S HARTWELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,322,20,08B,1178419,1860831,41.773426758,-87.621506566,"(41.773426758, -87.621506566)"
JE329569,08/07/2021 01:30:00 AM,017XX W STEUBEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2234,34,14,1167001,1829226,41.686949612,-87.664262879,"(41.686949612, -87.664262879)"
JE328980,08/07/2021 01:34:00 AM,004XX W 107TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,Y,Y,2233,34,14,1175294,1833955,41.699745943,-87.63376287,"(41.699745943, -87.63376287)"
JE328956,08/07/2021 01:35:00 AM,008XX S KEELER AVE,0810,THEFT,OVER $500,STREET,N,N,1132,24,06,1148516,1895999,41.870559615,-87.730220138,"(41.870559615, -87.730220138)"
JE328975,08/07/2021 01:37:00 AM,041XX N CENTRAL PARK AVE,0488,BATTERY,AGGRAVATED DOMESTIC BATTERY - HANDGUN,STREET,N,Y,1723,35,04B,1151649,1927323,41.956454553,-87.717892547,"(41.956454553, -87.717892547)"
JE329149,08/07/2021 01:40:00 AM,044XX N DOVER ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1913,46,06,1166018,1929618,41.962456806,-87.665002591,"(41.962456806, -87.665002591)"
JE329210,08/07/2021 01:42:00 AM,041XX N CLARENDON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,1915,46,26,1170179,1927580,41.956774392,-87.649764097,"(41.956774392, -87.649764097)"
JE329892,08/07/2021 01:43:00 AM,011XX N LEAMINGTON AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,1531,37,08A,1141820,1907176,41.901357145,-87.75452692,"(41.901357145, -87.75452692)"
JE329526,08/07/2021 01:45:00 AM,047XX S INGLESIDE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,222,4,08A,1183417,1873664,41.808526624,-87.602785488,"(41.808526624, -87.602785488)"
JE328968,08/07/2021 01:45:00 AM,041XX N CENTRAL PARK AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,1723,35,08B,1151649,1927323,41.956454553,-87.717892547,"(41.956454553, -87.717892547)"
JE328974,08/07/2021 01:54:00 AM,010XX E 44TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,222,4,15,1184082,1876054,41.815069422,-87.600271674,"(41.815069422, -87.600271674)"
JE329768,08/07/2021 02:00:00 AM,010XX N STATE ST,0810,THEFT,OVER $500,APARTMENT,N,N,1824,2,06,1176175,1907421,41.90132405,-87.628330712,"(41.90132405, -87.628330712)"
JE329745,08/07/2021 02:00:00 AM,008XX W NEWPORT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1924,44,07,1170030,1923111,41.944514552,-87.650442765,"(41.944514552, -87.650442765)"
JE331077,08/07/2021 02:00:00 AM,087XX S LOOMIS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),N,N,2222,21,14,1168525,1846747,41.734997355,-87.658180798,"(41.734997355, -87.658180798)"
JE329006,08/07/2021 02:00:00 AM,013XX N CLEAVER ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,1433,2,04A,1166479,1908977,41.905806948,-87.663900247,"(41.905806948, -87.663900247)"
JE330243,08/07/2021 02:00:00 AM,107XX S HOXIE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,434,10,06,1195226,1834222,41.700011165,-87.560772612,"(41.700011165, -87.560772612)"
JE328985,08/07/2021 02:00:00 AM,020XX N CICERO AVE,0560,ASSAULT,SIMPLE,BAR OR TAVERN,N,N,2522,36,08A,1144063,1913092,41.917549461,-87.746139298,"(41.917549461, -87.746139298)"
